BeerID,Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,BrewMethod,,Difference_Size
64557,Sore Hands Milk Stout,Irish Dry Stout,65.5,1.078,1.0213,6.13,18.87,41.45,80.06,60,1.0462,70,All Grain,,14.56
62425,Irish Red Ale - Koen,Irish Red Ale,65.5,1.0636,1.0143,4.76,21.59,16.45,80.09,60,1.0382,63,All Grain,,14.59
35136,Andrimne Dry Stout,Irish Dry Stout,65.55,1.0462,1.0108,2.69,39.66,31.91,80.14,60,1.0251,74,All Grain,,14.59
16704,Caves of Maghera,Irish Red Ale,65.57,1.0625,1.0125,5.08,17.8,14.48,80.16,60,1.0456,65,BIAB,,14.59
21216,Oeystein's Red Ale,Irish Red Ale,65.62,1.0808,1.0174,7.24,38.63,18.27,80.22,60,1.0553,75,BIAB,,14.6
23533,Simpel Saaz,Irish Pale Ale,65.66,1.0412,1.0118,2.04,27.17,3.95,80.34,90,1.0181,65,All Grain,,14.68
26231,Vienna Lager,Irish Lager,65.74,1.0586,1.0123,4.46,20.36,11.91,80.35,60,1.0351,78,All Grain,,14.61
28161,Red Pri Ale,Irish Red Ale,65.82,1.0595,1.0081,5.39,23.03,17.41,80.36,60,1.026,65,BIAB,,14.54
46599,VH Red Ale,Irish Red Ale,65.83,1.0553,1.012,3.92,25.42,15.38,80.4,60,1.035,70,All Grain,,14.57
55138,Awesome Recipe,Irish Red Ale,65.86,1.0526,1.013,3.35,20.41,12.46,80.46,60,1.0334,65,BIAB,,14.6
63422,Red Partei,Irish Red Ale,65.89,1.0375,1.007,1.54,19.63,25.71,80.77,70,1.0128,70,All Grain,,14.89
70223,Red Devil,Irish Red Ale,65.89,1.0683,1.0127,6.04,25.12,13.35,80.93,60,1.0497,70,All Grain,,15.04
43,Vanilla Caramel Irish Cream Ale,Irish Cream Ale,66,1.0668,1.0145,5.39,33.67,10.08,81.08,60,1.0411,70,extract,,15.08
5252,Coffee Irish Cream Ale,Irish Cream Ale,66.01,1.0527,1.0119,3.59,26.16,4.21,81.1,60,1.0302,80,BIAB,,15.08
5414,Irish Red Ale 2 Gallon,Irish Red Ale,66.15,1.0566,1.0139,3.86,20.78,17.03,81.17,90,1.0168,65,All Grain,,15.02
6177,Irish red,Irish Red Ale,66.47,1.0472,1.0098,3.08,28.53,11.7,81.23,60,1.056,66,BIAB,,14.76
9414,Cool gales Irish Cream Ale 3g,Irish Cream Ale,66.48,1.0543,1.0112,4.06,15.99,2.54,81.25,60,1.0301,82,BIAB,,14.77
19935,It's Been Neherly Tew Long,Irish Red Ale,66.59,1.0588,1.0113,4.6,27.85,16.76,81.36,60,1.0331,70,All Grain,,14.77
20783,SMaSHtennial,Irish Cream Ale,66.6,1.0531,1.0111,3.87,10.72,3.17,81.45,60,1.03,75,BIAB,,14.85
23809,GOIBNIU the Smokey Irish,Irish Red Ale,66.65,1.0777,1.0157,6.94,21.12,24.01,81.48,60,1.0642,65,Partial Mash,,14.83
29863,Easy peasy Irish Cream Ale,Irish Cream Ale,66.88,1.0415,1.0097,2.32,16.46,2.5,81.49,60,1.0217,68,BIAB,,14.62
31947,Irish Stout,Irish Dry Stout,66.93,1.0495,1.0129,2.79,37.64,38.86,81.64,60,1.0319,80,All Grain,,14.71
36842,Kolt 45 Irish Cream Ale,Irish Cream Ale,66.95,1.063,1.0105,5.67,22.84,3.08,81.68,60,1.0623,75,BIAB,,14.73
37581,Belgian Pale Ale,Irish Pale Ale,66.97,1.0623,1.0125,4.99,28.23,13.09,81.77,90,1.0176,70,BIAB,,14.8
39973,Vienna Lager,Irish Lager,67.04,1.061,1.0104,5.25,26.33,14.16,81.92,60,1.0299,78,All Grain,,14.88
43198,Irish Red Ale 01,Irish Red Ale,67.06,1.0791,1.0182,7.13,33.86,14.45,81.98,60,1.052,70,All Grain,,14.92
44888,Cinco de Mayonaise,Irish Lager,67.08,1.0606,1.0124,4.79,27.32,14.94,82.04,60,1.0365,80,BIAB,,14.97
46552,Late Morning #2,Irish Cream Ale,67.11,1.0656,1.0126,5.42,15.43,3.45,82.14,60,1.061,65,All Grain,,15.03
47899,Irish Stout,Irish Dry Stout,67.11,1.0461,1.0108,2.59,38.47,39.08,82.2,60,1.0236,75,All Grain,,15.09
49932,Irish Red,Irish Red Ale,67.12,1.0615,1.0141,4.24,19.21,14.75,82.3,60,1.041,80,All Grain,,15.17
50707,Vanilla Caramel Irish Cream Ale BIAB,Irish Cream Ale,67.17,1.0633,1.0158,4.4,15.26,10.84,82.32,60,1.0385,75,BIAB,,15.15
55905,Dry Irish Stout,Irish Dry Stout,67.22,1.058,1.0139,3.9,38.47,50,82.33,60,1.0338,70,BIAB,,15.11
60818,Dark Irish Cream Ale II,Irish Cream Ale,67.22,1.0695,1.0128,6.21,25.47,37.01,82.35,60,1.0623,75,BIAB,,15.13
65112,Emrie's Red,Irish Red Ale,67.25,1.0678,1.0153,5.47,28.82,15.38,82.43,60,1.063,75,Partial Mash,,15.18
68086,Imperial Pumpkin Ale,Irish Cream Ale,67.28,1.0887,1.0167,8.79,32.14,13.34,82.44,60,1.0547,65,BIAB,,15.16
68758,CFG - 4 Crops,Irish Cream Ale,67.3,1.0609,1.0114,5.04,17.66,4.44,82.45,90,1.0573,75,Partial Mash,,15.15
69760,Irish red,Irish Red Ale,67.31,1.0768,1.0173,6.56,22.16,10.73,82.9,60,1.0385,70,All Grain,,15.59
71836,Kraken Irish Cream Ale,Irish Cream Ale,67.32,1.0707,1.0137,6.1,37.9,8.21,82.91,60,1.0604,75,extract,,15.59
30969,Imaginary Geography Vienna,Irish Lager,67.35,1.0597,1.0082,5.58,25.24,12.65,82.93,60,1.0342,75,All Grain,,15.58
4026,#005 Irish Cream Ale,Irish Cream Ale,67.4,1.0684,1.0106,6.31,26.9,3.43,83.17,60,1.033,75,BIAB,,15.77
1565,Irish Red Ale,Irish Red Ale,67.41,1.0763,1.0173,6.44,25.95,17.05,83.27,60,1.0417,72,extract,,15.87
22248,American Fall Red,Irish Red Ale,67.41,1.065,1.0151,4.86,18.78,17.75,83.33,60,1.0372,75,All Grain,,15.92
35346,The Dag,Irish Cream Ale,67.42,1.063,1.0093,5.7,19.83,4.11,83.46,65,1.0247,70,All Grain,,16.05
70406,Irish stout,Irish Dry Stout,67.42,1.0446,1.0097,2.6,46.13,37.92,83.52,60,1.049,70,BIAB,,16.1
21915,Red Lager Actual,Irish Lager,67.45,1.0794,1.0187,6.86,67.03,11.82,83.54,60,1.0568,70,Partial Mash,,16.08
22014,Irish Red,Irish Red Ale,67.47,1.054,1.013,3.68,25.14,17.99,83.62,60,1.0292,70,All Grain,,16.15
55244,C stout small,Irish Dry Stout,67.6,1.05,1.011,3.3,26.08,32.27,83.65,60,1.0285,73,All Grain,,16.05
63685,Irish red,Irish Red Ale,67.65,1.0532,1.0101,4,21.6,9.56,83.71,60,1.0298,70,All Grain,,16.06
20008,Irish Cream Ale w/ Cold Brew Coffee and Vanilla...,Irish Cream Ale,67.84,1.0655,1.0135,5.39,22.82,3.38,83.73,60,1.0305,75,BIAB,,15.89
10191,2 - Vienna Lager,Irish Lager,67.85,1.0563,1.0079,5.08,24.99,9.84,83.76,90,1.0359,65,All Grain,,15.91
23888,K+,Irish Pale Ale,67.93,1.0511,1.0157,1.98,24.98,7.8,83.83,70,1.0277,78,All Grain,,15.91
942,Belgian Pale Ale,Irish Pale Ale,67.97,1.0638,1.0134,5.02,22.56,8.6,83.86,60,1.0443,79,BIAB,,15.89
13335,Den R¯de Pirat,Irish Lager,67.98,1.0643,1.0105,5.73,27.86,13.93,83.87,60,1.033,70,All Grain,,15.89
20130,Winterkoninkje,Irish Pale Ale,68.11,1.0614,1.0167,3.66,27.43,6.87,83.96,60,1.0322,78,All Grain,,15.85
39897,Cory's Belgian Pale Ale,Irish Pale Ale,68.17,1.062,1.0133,4.8,28.01,8.33,84.19,60,1.0305,75,All Grain,,16.02
65008,Irish Cream Ale,Irish Cream Ale,68.18,1.0576,1.009,4.94,11.74,3.52,84.23,60,1.06,75,All Grain,,16.05
69272,Extra Stout,Irish Extra Stout,68.19,1.0765,1.0165,6.63,51.44,25.71,84.37,60,1.0532,75,BIAB,,16.18
69513,Belgisk Pale Ale,Irish Pale Ale,68.2,1.0593,1.0091,5.12,22.01,4.91,84.39,60,1.0297,65,All Grain,,16.19
70413,Ellava Vienna,Irish Lager,68.32,1.0493,1.007,3.95,28.08,5.49,84.41,60,1.0584,70,All Grain,,16.08
200,Cream of Three Crops,Irish Cream Ale,68.35,1.0497,1.0118,2.95,18.13,2.56,84.41,90,1.0403,75,BIAB,,16.06
1646,Red X Lager,Irish Lager,68.36,1.0557,1.0112,4.26,34.25,11.87,84.42,60,1.0331,78,BIAB,,16.05
5883,Corny Irish Cream Ale,Irish Cream Ale,68.45,1.0641,1.0126,5.23,21.04,4.33,84.61,60,1.0566,70,Partial Mash,,16.16
16573,Vienna,Irish Lager,68.46,1.0612,1.0093,5.58,25.79,9.32,84.65,60,1.036,75,BIAB,,16.2
26016,Irish Cream Ale,Irish Cream Ale,68.52,1.0562,1.0089,4.91,22.7,2.92,84.68,60,1.0419,70,All Grain,,16.16
36398,Irish Red Ale,Irish Red Ale,68.57,1.0618,1.0132,4.55,28.61,14.31,84.96,60,1.0292,70,All Grain,,16.39
37794,1710 Irish Red Ale,Irish Red Ale,68.57,1.0602,1.0132,4.4,22.05,18.16,84.97,60,1.0292,70,All Grain,,16.41
38328,Irish Red,Irish Red Ale,68.7,1.064,1.0134,5.2,21.53,19.51,85,60,1.0408,80,BIAB,,16.3
40691,E350 Irish Cream Ale,Irish Cream Ale,68.7,1.0525,1.0138,3.09,17.42,3.48,85.18,60,1.0551,72,All Grain,,16.48
42861,Irish Cream Ale,Irish Cream Ale,68.71,1.0494,1.0149,2.24,14.53,3.19,85.19,90,1.0227,63,BIAB,,16.48
44032,Papaya Cow,Irish Cream Ale,68.75,1.0654,1.0144,5.32,14.67,4.88,85.2,60,1.0583,75,Partial Mash,,16.45
46683,Willow Leaf Pale Ale (Mandarin),Irish Cream Ale,68.77,1.0561,1.0089,4.82,24.67,3.39,85.3,60,1.0595,65,All Grain,,16.53
55279,Cerveza!,Irish Lager,68.78,1.0588,1.0123,4.56,24.07,7.62,85.35,60,1.0577,75,Partial Mash,,16.57
57647,Eggnog Irish Cream Ale,Irish Cream Ale,68.78,1.0765,1.0148,6.73,23.08,4.93,85.43,60,1.0412,65,All Grain,,16.64
65472,Session vienna lagger,Irish Lager,68.81,1.0571,1.0122,4.32,34.83,5.62,85.43,60,1.0319,84,All Grain,,16.61
71960,#41 Yellow Diamond Belgian Pale Ale Split...,Irish Pale Ale,68.86,1.0734,1.0108,6.88,40.32,10.09,85.57,80,1.0376,78,All Grain,,16.71
30456,Irish Red Ale,Irish Red Ale,68.95,1.0652,1.0135,5.12,21.87,14.39,85.65,60,1.0277,70,All Grain,,16.7
12199,Guinness Clone,Irish Dry Stout,69.17,1.05,1.011,3.35,42.44,38.88,85.73,60,1.0148,75,BIAB,,16.56
42082,Radagast the Brown,Irish Pale Ale,69.19,1.0569,1.0122,4.17,28.98,7.41,85.73,70,1.0378,81,All Grain,,16.53
2503,Polka dotted bovine,Irish Cream Ale,69.31,1.0565,1.0139,3.77,18.85,4.52,86.34,60,1.0394,80,BIAB,,17.03
30115,Sleeman Irish Cream Ale,Irish Cream Ale,69.35,1.0675,1.0167,4.65,17.16,4.67,86.35,60,1.0307,70,BIAB,,17
30189,Belgian Pale 2,Irish Pale Ale,69.35,1.0611,1.0092,5.33,47.65,6.26,86.35,60,1.042,62,All Grain,,17
19812,Banana-split,Irish Cream Ale,69.37,1.0701,1.0169,5.54,17.94,3.75,86.43,60,1.0502,65,All Grain,,17.06
23070,Kinnesi,Irish Dry Stout,69.55,1.053,1.0111,3.85,28.36,50,86.49,60,1.0238,73,All Grain,,16.93
30864,Rafa Vienna Lager 8,Irish Lager,69.6,1.0577,1.009,5,29.84,10.24,86.55,90,1.0343,69,All Grain,,16.95
33051,Red AlÍ cepe,Irish Red Ale,69.62,1.0661,1.0106,6.03,27.88,18.32,86.56,60,1.0573,75,All Grain,,16.94
39839,Jelleke Pellelleke,Irish Pale Ale,69.73,1.0783,1.0187,6.58,29.4,9.06,86.79,75,1.0496,70,All Grain,,17.06
39965,Mikklan Irish Cream Ale,Irish Cream Ale,69.74,1.0593,1.0104,5.06,20.02,4.45,86.82,60,1.04,75,All Grain,,17.08
42962,Rye Taras,Irish Pale Ale,69.77,1.0475,1.006,3.54,41.81,3,86.95,60,1.0359,69,BIAB,,17.18
51498,Ivn bier nigga,Irish Pale Ale,69.81,1.0843,1.018,8.15,25.34,12.47,87,60,1.0595,68,All Grain,,17.2
62310,Buda Ale,Irish Cream Ale,69.81,1.0671,1.0116,6.02,24.42,4.36,87.01,60,1.0491,78,BIAB,,17.2
71815,Vienna lager,Irish Lager,69.9,1.0692,1.0137,5.92,25.56,11.99,87.04,75,1.0354,75,All Grain,,17.14
34482,Fat Tire Clone,Irish Pale Ale,69.9,1.0636,1.0143,4.79,28.23,13.05,87.08,60,1.0198,65,BIAB,,17.18
35097,Irish Red Ale,Irish Red Ale,70.16,1.0704,1.0146,5.93,19.49,15.73,87.17,60,1.0494,65,BIAB,,17.01
62867,La Necker,Irish Pale Ale,70.2,1.0802,1.0157,7.38,20.77,12.7,87.19,90,1.0557,70,All Grain,,16.99
66590,Ethen Irish Cream Ale(GF),Irish Cream Ale,70.36,1.0555,1.0121,4.04,17.25,3.88,87.21,60,1.0317,70,All Grain,,16.85
5957,Firework Irish Cream Ale,Irish Cream Ale,70.4,1.067,1.0127,5.75,21.56,4.9,87.21,90,1.0274,70,All Grain,,16.8
386,Vanilla Irish Cream Ale - 009,Irish Cream Ale,70.5,1.0884,1.0189,8.44,38.58,33.19,87.25,60,1.0417,70,extract,,16.75
5154,Blarney Honey Red Ale,Irish Red Ale,70.63,1.0738,1.0147,6.46,27,15.88,87.29,60,1.0431,72,BIAB,,16.66
12333,O'Laddy Stout,Irish Dry Stout,70.65,1.0617,1.0141,4.41,38.47,41.08,87.41,60,1.024,72,All Grain,,16.77
15971,Moon Hooch,Irish Pale Ale,70.65,1.066,1.0116,5.85,20.18,7.77,87.41,90,1.0349,75,All Grain,,16.76
16683,Floral Irish Cream Ale,Irish Cream Ale,70.66,1.0565,1.0139,3.79,19.71,3.41,87.45,60,1.0499,65,All Grain,,16.79
17442,Handthrow Light Belgian Pale,Irish Pale Ale,70.69,1.0581,1.0131,4.19,15.96,4.62,87.48,60,1.0618,70,All Grain,,16.79
17495,Prohibition,Irish Cream Ale,70.71,1.0659,1.0116,5.71,16.95,4.64,87.48,60,1.0535,70,All Grain,,16.77
18235,Czech Amber Lager,Irish Lager,70.71,1.057,1.0122,4.2,35.87,17.05,87.55,90,1.0227,70,All Grain,,16.83
20585,Pileated Red,Irish Red Ale,70.72,1.0712,1.0169,5.37,14.49,12.5,87.59,60,1.0043,70,Partial Mash,,16.87
21523,SMaSH Amber Lager,Irish Lager,70.73,1.0499,1.0119,3.1,36.52,7.65,87.63,90,1.0185,70,All Grain,,16.9
22130,Carahell Quad,Irish Pale Ale,70.77,1.0814,1.007,8.15,30.5,10.59,87.77,60,1.0554,70,All Grain,,17
26971,NB Irish Red,Irish Red Ale,70.81,1.052,1.0099,3.69,23.2,15.72,87.82,60,1.0453,65,Partial Mash,,17
29066,S'More Beer,Irish Extra Stout,70.87,1.0795,1.0179,7.06,25.11,33.52,87.85,60,1.0618,70,All Grain,,16.98
34075,Irish Cream Ale 3gal,Irish Cream Ale,70.94,1.054,1.012,3.68,25.82,3.07,87.89,75,1.0197,70,All Grain,,16.95
36610,Easy Irish Cream Ale,Irish Cream Ale,70.98,1.0643,1.0126,5.51,22.42,3.66,87.93,60,1.0334,65,BIAB,,16.95
37816,Jala-Cream-Yo Ale MK2,Irish Cream Ale,71,1.0667,1.0145,5.37,15.66,3.55,87.99,60,1.0356,70,BIAB,,16.99
43967,Silly Irish Cream Ale,Irish Cream Ale,71.05,1.0555,1.012,3.97,13.7,3.24,88,60,1.035,70,BIAB,,16.95
53446,St Pattys Irish Dry Stout,Irish Dry Stout,71.09,1.0636,1.0143,4.77,36.36,38.06,88.08,90,1.0292,74,BIAB,,16.99
55415,PR01-Irish Cream Ale,Irish Cream Ale,71.12,1.0597,1.0082,5.59,25.37,4.55,88.15,60,1.0541,70,Partial Mash,,17.03
58710,Late Night Cream,Irish Cream Ale,71.15,1.0627,1.0115,5.37,20,3.41,88.24,60,1.0521,70,All Grain,,17.09
60104,Screamer,Irish Cream Ale,71.17,1.0503,1.0099,3.61,19.71,3.93,88.24,90,1.0234,70,BIAB,,17.07
63333,Irish Red Ale,Irish Red Ale,71.17,1.0634,1.015,4.49,26.16,23.37,88.25,60,1.0258,70,All Grain,,17.08
19658,Kill Kenny,Irish Red Ale,71.2,1.0728,1.0155,6.11,20.1,16.67,88.27,60,1.0396,76,All Grain,,17.07
30640,Popcorn Irish Cream Ale,Irish Cream Ale,71.33,1.0712,1.0176,5.42,17.78,4.5,88.28,60,1.0109,70,Partial Mash,,16.96
39193,Hello Darkness,Irish Extra Stout,71.33,1.0685,1.0107,6.37,38.11,44.97,88.38,90,1.0389,72,BIAB,,17.05
52568,Lager,Irish Lager,71.33,1.0595,1.0091,5.37,20.26,5.82,88.48,60,1.0451,75,All Grain,,17.15
56004,Sorachi Red Ace,Irish Pale Ale,71.37,1.0724,1.0162,5.84,28.59,14.78,88.54,60,1.0396,77,All Grain,,17.16
62808,Ment·s Stout,Irish Extra Stout,71.42,1.0738,1.0155,6.23,38.54,37.11,88.7,60,1.0515,70,All Grain,,17.28
70694,IES test,Irish Extra Stout,71.42,1.0714,1.0162,5.76,42.12,30.24,88.73,60,1.0484,70,All Grain,,17.31
18245,Irish Cream Ale,Irish Cream Ale,71.51,1.056,1.0089,4.73,19.06,3.24,88.84,60,1.0297,70,BIAB,,17.33
19513,Irish Cream Ale,Irish Cream Ale,71.74,1.0563,1.008,5.17,19.21,3.14,88.96,60,1.0212,70,BIAB,,17.22
39199,X . X    Cheer You Up    X . X,Irish Pale Ale,71.81,1.071,1.0096,6.73,24.62,4.86,89.01,60,1.0452,80,All Grain,,17.2
69340,Smithwick's Red,Irish Red Ale,71.85,1.0515,1.0119,3.26,18.92,16.76,89.13,60,1.0271,74,BIAB,,17.28
53459,Irish Stout,Irish Dry Stout,71.88,1.0482,1.0118,2.98,17.15,33.89,89.19,60,1.0271,75,BIAB,,17.31
1443,Irish Red Ale Iffy,Irish Red Ale,71.99,1.058,1.0139,4.03,28.54,14.69,89.2,90,1.0506,75,BIAB,,17.21
5244,Studentergaarden R¯d Pils,Irish Lager,71.99,1.055,1.0068,5.01,22.37,13.21,89.26,60,1.0566,65,All Grain,,17.27
7728,(Not) De Koninck,Irish Pale Ale,72.09,1.0558,1.0102,4.32,49.27,9.94,89.27,60,1.0234,73,All Grain,,17.18
14498,Tillfredsst‰llande Ljust ˆl,Irish Cream Ale,72.09,1.0574,1.0102,4.61,20.67,3,89.34,60,1.0463,65,BIAB,,17.24
15661,Vienna Lager,Irish Lager,72.13,1.0614,1.0167,3.71,26.74,11.32,89.36,60,1.0486,75,All Grain,,17.22
16124,Olleke Bolleke,Irish Pale Ale,72.14,1.0544,1.0112,4.11,27.24,10.79,89.37,60,1.033,73,All Grain,,17.24
19878,La Chouffe,Irish Pale Ale,72.17,1.0501,1.011,3.38,52.85,2.93,89.39,75,1.0541,70,All Grain,,17.21
20411,Wiener Dampf,Irish Lager,72.2,1.0595,1.0091,5.31,28.5,9.43,89.41,70,1.042,78,All Grain,,17.21
22520,Dama de Vermelho,Irish Red Ale,72.34,1.0551,1.0138,3.38,22.84,19.73,89.41,60,1.0556,70,BIAB,,17.08
28194,Amber Ale 2.4,Irish Red Ale,72.42,1.0632,1.0138,4.89,30.48,7.32,89.51,60,1.0489,80,All Grain,,17.09
35997,All Saint's Irish Red,Irish Red Ale,72.44,1.0654,1.0135,5.32,25.1,16.62,89.51,60,1.0542,65,All Grain,,17.07
43812,Leon Demon,Irish Pale Ale,72.47,1.0751,1.0117,7.03,76.15,5.36,89.55,60,1.0465,70,BIAB,,17.09
47946,Irish Cream Ale,Irish Cream Ale,72.6,1.0695,1.0116,6.27,17.27,6.04,89.56,60,1.0204,70,BIAB,,16.97
50380,Irish red,Irish Red Ale,72.71,1.0551,1.0139,3.54,19.74,18.77,89.58,60,1.0321,73,All Grain,,16.87
65258,Colum and John's IRA,Irish Red Ale,72.88,1.0585,1.0123,4.41,25.59,13.69,89.6,60,1.0379,66,All Grain,,16.72
67401,Irish Red,Irish Red Ale,72.88,1.0528,1.0111,3.61,27.14,16.14,89.61,60,1.0285,70,BIAB,,16.72
70536,Breffbeer Irish red ale,Irish Red Ale,72.9,1.052,1.01,3.71,22.46,11.32,89.66,60,1.0129,65,BIAB,,16.76
69643,Cream of Some Young Ethopian,Irish Cream Ale,72.94,1.0695,1.0128,6.18,41.75,4.75,89.69,60,1.0456,68,BIAB,,16.75
12448,Hacienda Lager 3.5g,Irish Lager,72.97,1.0499,1.0119,3.23,20.69,7.19,89.74,90,1.0196,70,BIAB,,16.77
14625,Irish Cream Ale,Irish Cream Ale,72.98,1.0626,1.0125,5.2,19.7,3.74,89.83,60,1.0405,65,All Grain,,16.85
15090,Irish Red Ale,Irish Red Ale,73.19,1.0519,1.0099,3.64,25.19,10.06,89.92,60,1.0388,70,All Grain,,16.73
16452,SchuBrew Irish Cream Ale II,Irish Cream Ale,73.21,1.0615,1.0141,4.24,22.51,3.39,90,60,1.0355,65,BIAB,,16.79
20009,Awesome Recipe,Irish Red Ale,73.22,1.071,1.0154,6.04,40.49,15.57,90.03,60,1.0534,80,Partial Mash,,16.81
43385,Black Spot,Irish Dry Stout,73.23,1.0394,1.0108,1.92,51.94,37.19,90.05,60,1.0299,70,All Grain,,16.82
45381,Irish Cream Ale,Irish Cream Ale,73.28,1.0476,1.0061,3.75,17.21,3.73,90.18,60,1.0258,70,BIAB,,16.9
45846,O'Tsimshean,Irish Red Ale,73.3,1.0667,1.0145,5.36,27.7,14.03,90.33,60,1.0506,70,All Grain,,17.03
48457,GF Belgian Ale,Irish Pale Ale,73.33,1.0744,1.0181,5.87,36.77,3.66,90.4,60,1.0553,70,Partial Mash,,17.07
48667,Wiener Schnauze,Irish Lager,73.61,1.0625,1.0114,5.17,17.41,4.09,90.46,90,1.0348,68,BIAB,,16.85
51190,Dry Stout 1,Irish Dry Stout,73.62,1.0481,1.0109,2.89,26.91,38.12,90.48,60,1.0237,75,All Grain,,16.86
53284,Red Ale 1.1,Irish Red Ale,73.73,1.068,1.0145,5.72,27.75,16.68,90.54,60,1.0471,68,All Grain,,16.82
63330,Irish Red (Rum Barrel),Irish Red Ale,73.77,1.0756,1.0148,6.67,29.53,14.46,90.56,60,1.0587,72,BIAB,,16.79
71247,ZTest,Irish Red Ale,73.77,1.0516,1.011,3.5,24.23,12.05,90.58,60,1.039,70,All Grain,,16.81
29460,Vienna J Palmer,Irish Lager,73.81,1.0716,1.0154,6.01,33.08,13.71,90.6,60,1.0567,70,All Grain,,16.78
32386,Champale Ale,Irish Pale Ale,73.83,1.0674,1.0036,7.02,38.17,6.7,90.67,60,1.0373,70,BIAB,,16.84
41044,Champale Ale v2,Irish Pale Ale,73.9,1.0734,1.0041,7.39,43.17,7.41,90.7,60,1.0418,70,BIAB,,16.8
43123,MAVIRI BLACK RUBY,Irish Red Ale,73.96,1.0692,1.0137,5.92,28.06,18.71,90.89,60,1.0514,70,All Grain,,16.93
64215,Simple All-Grain Belgian Pale Ale,Irish Pale Ale,73.98,1.065,1.0151,4.73,27.13,13.04,91.01,60,1.05,68,All Grain,,17.03
64392,Just A Stout,Irish Dry Stout,74.08,1.0431,1.0071,3.11,33.96,32.32,91.03,60,1.019,70,All Grain,,16.95
65089,La mera belga,Irish Pale Ale,74.09,1.0602,1.0132,4.42,25.28,10.58,91.04,60,1.0469,75,All Grain,,16.95
73663,Irish Red,Irish Red Ale,74.14,1.058,1.0139,3.9,35.08,13.91,91.08,60,1.0494,75,All Grain,,16.94
59345,Posse In Effect,Irish Red Ale,74.16,1.0605,1.0124,4.77,24.69,15.93,91.12,60,1.0455,70,All Grain,,16.96
4345,Leffe Blond,Irish Pale Ale,74.18,1.0786,1.0166,6.93,25.57,4.21,91.13,60,1.0546,68,BIAB,,16.95
11873,Belgian Pale Ale,Irish Pale Ale,74.2,1.0564,1.0117,4.29,53.45,6.3,91.14,65,1.044,77,All Grain,,16.93
16305,Mix & match,Irish Red Ale,74.21,1.0468,1.0098,2.92,19.48,9.36,91.16,60,1.049,70,Partial Mash,,16.96
19920,WiP Irish Cream Ale,Irish Cream Ale,74.22,1.0596,1.0082,5.49,20.06,5.19,91.17,60,1.0451,70,BIAB,,16.95
21804,Belgian Pale Ale,Irish Pale Ale,74.27,1.0579,1.0129,4.28,51.44,6.53,91.18,65,1.0418,75,All Grain,,16.91
45990,75 - Red X Marks the spot,Irish Red Ale,74.27,1.0555,1.0121,4.04,24.65,9.7,91.25,60,1.0378,65,All Grain,,16.98
54451,Blood Orange Belgian Pale,Irish Pale Ale,74.28,1.0616,1.015,4.25,29.78,13.53,91.28,60,1.0458,68,All Grain,,17
60907,Hei ¯l frÂ Gjesdal,Irish Pale Ale,74.33,1.0604,1.0132,4.57,33.58,9.67,91.37,90,1.0305,70,All Grain,,17.03
64288,Ray Belgian Pale Ale,Irish Pale Ale,74.34,1.0616,1.015,4.26,27.76,9.93,91.4,60,1.0432,70,All Grain,,17.05
67025,Ethen OatCreamAle(GF),Irish Cream Ale,74.38,1.0575,1.0103,4.73,16.28,4.82,91.45,60,1.0376,70,All Grain,,17.07
71956,Vienna lager,Irish Lager,74.39,1.0623,1.0125,4.97,24.05,11.26,91.48,60,1.0274,65,All Grain,,17.08
68442,Greystone Grisette,Irish Pale Ale,74.41,1.0431,1.0071,3,17.04,3.29,91.57,60,1.028,72.9,All Grain,,17.16
7668,Kiwi Twin,Irish Red Ale,74.41,1.0771,1.0157,6.84,40.58,14.6,91.64,90,1.0357,70,BIAB,,17.23
36530,IPA,Irish Red Ale,74.42,1.0472,1.0086,3.09,42.39,10.77,91.65,60,1.0193,66,BIAB,,17.22
1412,Smithwick's Irish Red Ale Clone,Irish Red Ale,74.56,1.0552,1.0131,3.79,20.51,16.14,91.67,60,1.0425,78,All Grain,,17.11
38145,Dry Irish Stout,Irish Dry Stout,74.58,1.0625,1.0129,5.12,40.11,39.01,91.67,60,1.0436,65,All Grain,,17.09
562,Irish Red Ale-BIAB,Irish Red Ale,74.61,1.0742,1.0186,5.51,28.16,22.28,91.72,60,1.053,70,BIAB,,17.11
1656,Unibroue's Raftman clone,Irish Pale Ale,74.62,1.0626,1.0115,5.25,19.62,9.59,91.88,90,1.0422,70,All Grain,,17.26
4288,Midwest - Louisville Slugger Bourbon Cream A...,Irish Cream Ale,74.63,1.0793,1.0183,6.77,18.5,8.04,91.89,60,1.0589,70,All Grain,,17.26
5129,Rua Brew,Irish Red Ale,74.65,1.0608,1.0124,4.86,22.03,10.15,91.91,60,1.0379,75,All Grain,,17.26
5393,Experimental Brew II - Irish Red - Side by S...,Irish Red Ale,74.67,1.0749,1.0147,6.58,79.34,21.74,91.97,60,1.0411,70,All Grain,,17.3
11699,Irish Cream Ale,Irish Cream Ale,74.91,1.0633,1.0175,3.7,23.46,2.91,92.06,60,1.0176,70,Partial Mash,,17.15
12195,Liberty Irish Cream Ale,Irish Cream Ale,74.91,1.0533,1.0101,4.06,28.25,3.1,92.12,60,1.0362,65,All Grain,,17.21
