brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
240,Murphy Brewery Ireland Limited,1293394545,4,3,4,AbitaOnTap,Irish Dry Stout,4.5,3.5,Murphy's Irish Stout,4,703
37,Brasserie d'Orval S.A.,1185751873,5,4,4.5,ablaze,Irish Pale Ale,5,5,Orval Trappist Ale,6.9,129
73,Great Lakes Brewing Company,1236377651,4.5,3.5,3.5,ABOWMan,Irish Red Ale,4.5,3.5,Great Lakes Conway's Irish Ale,6.5,5096
392,Weyerbacher Brewing Co.,1281485730,4.5,4.5,4,ABOWMan,Irish Pale Ale,4,4,Verboten,5.9,58482
1549,Goose Island Beer Co.,1280769064,4,4.5,4.5,ABOWMan,Irish Pale Ale,4,4.5,Demolition,7.2,49003
1549,Goose Island Beer Co.,1284650398,3.5,3.5,4,ABOWMan,Irish Pale Ale,3.5,4,Fleur,7,50276
240,Murphy Brewery Ireland Limited,1268765807,2,2,3,ABOWMan,Irish Red Ale,2,3,Murphy's Irish Red Beer,5,913
1549,Goose Island Beer Co.,1273806251,4.5,3.5,4.5,abrand,Irish Pale Ale,4,4,Demolition,7.2,49003
392,Weyerbacher Brewing Co.,1274844164,4,4,4,abrand,Irish Pale Ale,4.5,3.5,Verboten,5.9,58482
20672,Sun King Brewing Company,1319607755,3.5,3.5,3.5,abrand,Irish Cream Ale,3.5,3.5,Sunlight Irish Cream Ale,5.3,52194
16320,Brasserie de la Senne,1265079064,3,3.5,4,abrand,Irish Pale Ale,3.5,3.5,X-Mas Zinnebir,6.5,40001
73,Great Lakes Brewing Company,1171724295,4,3,4,absolUtmagnitUd,Irish Lager,4,4.5,Great Lakes Eliot Ness,6.2,229
240,Murphy Brewery Ireland Limited,1171845714,4,3.5,5,absolUtmagnitUd,Irish Dry Stout,4,4,Murphy's Irish Stout,4,703
2827,La Ferme Au Chene,1187553174,5,4,4,Absumaster,Irish Pale Ale,4,4.5,Marckloff,6.5,7404
22799,Scone Bierbrouwerij,1273693781,4.5,4,3.5,Absumaster,Irish Pale Ale,4,4,Scone Blond,6.3,58289
2299,Brouwerij Strubbe,1223924949,4.5,3.5,3.5,Absumaster,Irish Pale Ale,4,4,Dikke Mathile,6,17691
2299,Brouwerij Strubbe,1201370566,4.5,4,3.5,Absumaster,Irish Pale Ale,3,3.5,Couckelærschen Doedel,6,11875
37,Brasserie d'Orval S.A.,1219947917,4.5,3.5,3.5,Absumaster,Irish Pale Ale,3.5,4,Petite Orval,3.5,1813
11710,Speciaalbierbrouwerij Oijen,1164450416,4,3.5,4,Absumaster,Irish Pale Ale,4,4,Eikelbier,6,24501
6331,Brouwerij De Prael,1201433449,4,3.5,4,Absumaster,Irish Pale Ale,4,3.5,Eem Blond (for Brouwerij De Eem),6.2,40740
739,Brouwerij De Ranke,1230920733,4,3.5,3.5,Absumaster,Irish Pale Ale,3.5,3.5,Cuvée De Ranke,7,42805
11031,Brouwerij De Molen,1147430768,4,4,3.5,Absumaster,Irish Pale Ale,3.5,4,Borefts Blond,6.5,24973
511,Stadsbrouwerij De Hemel,1173725192,4,4,3.5,Absumaster,Irish Pale Ale,4,3.5,Godelief,5,15304
35,Boston Beer Company (Samuel Adams),1179384918,4,4,4,Absumaster,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,4.9,104
889,Brouwerij Palm NV,1145801451,4,3,4,Absumaster,Irish Pale Ale,3.5,3.5,Royal,7,23531
826,Brasserie de l'Abbaye du Val-Dieu,1198669747,4,4,4,Absumaster,Irish Pale Ale,4,4,Ploquette,7.5,26701
889,Brouwerij Palm NV,1216467168,4,4,3.5,Absumaster,Irish Pale Ale,4,4,Steenbrugge Blond,6.5,43829
2540,Brasserie Des Cimes,1268414293,4,3.5,3.5,Absumaster,Irish Pale Ale,4,4,Piste Noire,5.9,9504
2217,L'Inox,1156069975,4,4,3.5,Absumaster,Irish Pale Ale,4,4.5,Transat,5,9632
2372,Terrapin Beer Company,1210181772,4,3,3,Absumaster,Irish Cream Ale,3.5,3.5,Terrapin Golden Ale,5,9777
16320,Brasserie de la Senne,1180340626,4,3.5,3.5,Absumaster,Irish Pale Ale,4,4.5,Taras Boulba,4.5,32846
804,Brasserie de Silly S.A.,1202242563,4,4,4,Absumaster,Irish Pale Ale,4,4,Super 64,5.2,2496
15237,De Struise Brouwers,1217226410,4,4,3.5,Absumaster,Irish Pale Ale,4,4,Struise Kloeke Blonde,6,34309
804,Brasserie de Silly S.A.,1232213745,4,4.5,3.5,Absumaster,Irish Pale Ale,3.5,4,La Cré Tonnerre,7,33328
2647,Brasserie Britt de Bretagne,1157280384,4,4,3.5,Absumaster,Irish Pale Ale,3.5,4,La Britt Blonde,5,32621
3282,Brasserie La Binchoise (Malterie des Remparts),1232228060,4,3.5,4,Absumaster,Irish Pale Ale,3,3,La Binchoise Blonde Tradition,6.5,7693
2217,L'Inox,1156069056,4,4,3,Absumaster,Irish Pale Ale,3.5,4.5,Kermesse,6,14836
634,Brouwerij Van Eecke N.V.,1183881654,4,3.5,4,Absumaster,Irish Pale Ale,4,4,Kapittel Blond,6.5,13566
552,Scheldebrouwerij,1178953933,4,3.5,3.5,Absumaster,Irish Pale Ale,3.5,3.5,Jubileumbier,6.5,36774
544,Brouwerij De Leckere,1242230091,4,3.5,3,Absumaster,Irish Pale Ale,3.5,4,Gulden Craen,5.2,49758
3300,Brasserie Saint-Monon,1191141540,4,4,3.5,Absumaster,Irish Pale Ale,3.5,4,La Féodale De La Roche,6.5,27175
4663,Brasserie Artisanale De Rullés SPRL,1224745663,4,3.5,3.5,Absumaster,Irish Pale Ale,3,3.5,La Rullés Estivale (Bière De Gaume),5.2,29125
2299,Brouwerij Strubbe,1213978433,4,4,3.5,Absumaster,Irish Pale Ale,3.5,4,"Pee Klak Moorsels Bier (for Pee Klak, Gijzejem)",5.4,17692
37,Brasserie d'Orval S.A.,1168676005,4,4,4.5,Absumaster,Irish Pale Ale,4,3.5,Orval Trappist Ale,6.9,129
511,Stadsbrouwerij De Hemel,1164992259,4,4.5,4,Absumaster,Irish Pale Ale,4,4.5,Mariken,6,15307
184,Bierbrouwerij De Koningshoeven B.V.,1164472174,4,3.5,3.5,Absumaster,Irish Pale Ale,3,3.5,La Trappe Blond (Koningshoeven / Dominus),6.5,590
524,Bierbrouwerij De Schans,1224746037,4,3.5,4,Absumaster,Irish Extra Stout,4,4,Van Vollenhoven's Stout,7,45538
2540,Brasserie Des Cimes,1268338544,3.5,4,3.5,Absumaster,Irish Pale Ale,3,3,Baton De Feu,6.5,23691
48,Brouwerij Van Steenberge N.V.,1262973285,3.5,3,3.5,Absumaster,Irish Pale Ale,3.5,3.5,Bruegel Amber Ale,5.2,1645
804,Brasserie de Silly S.A.,1233511371,3.5,4,3.5,Absumaster,Irish Pale Ale,3,3.5,Cervoise De L'Avouerie D'Anthisnes,5,26698
16790,Brouwerij De Dochter van de Korenaar,1233507443,3.5,4,4,Absumaster,Irish Pale Ale,3.5,4,Noblesse,5.5,42461
240,Murphy Brewery Ireland Limited,1174239647,3.5,3.5,5,Absumaster,Irish Dry Stout,4,3.5,Murphy's Irish Stout,4,703
240,Murphy Brewery Ireland Limited,1148141107,3.5,4,4,Absumaster,Irish Red Ale,3.5,3.5,Murphy's Irish Red Beer,5,913
532,Budelse Brouwerij B.V.,1183136345,3.5,3.5,3.5,Absumaster,Irish Pale Ale,3.5,3.5,Parel,6,5895
489,Brouwerij 't IJ,1148142128,3.5,4,3.5,Absumaster,Irish Pale Ale,4,3.5,Plzen,5,1404
552,Scheldebrouwerij,1230282564,3.5,3.5,3.5,Absumaster,Irish Pale Ale,3,3,Mug Bitter,5,29681
48,Brouwerij Van Steenberge N.V.,1182677878,3.5,3.5,3.5,Absumaster,Irish Pale Ale,3.5,3,Yersekes Mosselbier,5.2,13332
2382,Brasserie Meteor,1220632529,3.5,3,3.5,Absumaster,Irish Pale Ale,3.5,3.5,Wendelinus,6.8,19112
725,Brouwerij Haacht NV,1198492921,3.5,3,3.5,Absumaster,Irish Pale Ale,3,3.5,Tongerlo Christmas,6.5,7312
805,Brasserie Du Bocq,1232232582,3.5,3.5,3.5,Absumaster,Irish Pale Ale,3,3.5,St. Benôit Blonde,6.3,6058
552,Scheldebrouwerij,1165706239,3.5,3,3.5,Absumaster,Irish Pale Ale,3.5,3.5,Scheldebrouwerij Strandgaper,6.2,12964
11890,Bierbrouwerij Grand-Café  Emelisse,1243628607,3.5,3,3,Absumaster,Irish Pale Ale,3.5,4,Emelisse Blond,7.5,50168
6331,Brouwerij De Prael,1196530209,3.5,4,4.5,Absumaster,Irish Pale Ale,4,3.5,Eem Bitter (for Brouwerij De Eem),6.8,39878
544,Brouwerij De Leckere,1199008163,3.5,3,3.5,Absumaster,Irish Pale Ale,3.5,3.5,De Leckere Speciale,5,20347
4261,Brasserie Des Géants,1148649435,3.5,4,4,Absumaster,Irish Pale Ale,3.5,4,Gouyasse Tradition,6,9078
669,Brouwerij De Landtsheer NV,1219948618,3.5,4,3.5,Absumaster,Irish Pale Ale,3,3.5,Malheur 6°,6,7844
184,Bierbrouwerij De Koningshoeven B.V.,1257692486,3.5,3.5,3.5,Absumaster,Irish Pale Ale,3.5,3.5,La Trappe Isid'or,7.5,51030
805,Brasserie Du Bocq,1186825744,3.5,3.5,3.5,Absumaster,Irish Pale Ale,3.5,3.5,La Gauloise Blonde,6.1,12767
16320,Brasserie de la Senne,1161846446,3.5,3,4,Absumaster,Irish Pale Ale,3.5,3,Zinnebir,6,38705
4260,Brasserie D'Ecaussinnes,1232899278,3,3.5,3.5,Absumaster,Irish Pale Ale,3,3,Ultramour,5,9067
22,Unibroue,1143894696,3,3,3,Absumaster,Irish Pale Ale,3,3,Raftman,5.5,793
554,Bierbrouwerij Sint-Servattumus,1138457263,3,3.5,3.5,Absumaster,Irish Pale Ale,3,3.5,Rijngoud (Voor Brouwers Aan De Rijn),6.2,28041
634,Brouwerij Van Eecke N.V.,1200164200,3,4,3.5,Absumaster,Irish Pale Ale,3.5,3.5,Vlasbier,6.5,22048
505,Den Engel Bierbrouwers,1207755887,3,3.5,3,Absumaster,Irish Pale Ale,3,3.5,Mestreechs Blónt,5,42073
184,Bierbrouwerij De Koningshoeven B.V.,1165770729,3,3.5,3.5,Absumaster,Irish Pale Ale,3.5,3.5,Moreeke,5,25020
889,Brouwerij Palm NV,1139605909,3,3,4,Absumaster,Irish Pale Ale,3,3,Palm / Palm Speciale,5.4,2823
889,Brouwerij Palm NV,1163697678,3,4,3,Absumaster,Irish Pale Ale,3.5,3,Palm Dobbel,5.5,9082
544,Brouwerij De Leckere,1238262548,3,2.5,3.5,Absumaster,Irish Pale Ale,3.5,3,Paulus Utrechts Abdijbier,7.5,48792
15975,Brouwerij Het Levenswater,1176222522,3,3.5,4,Absumaster,Irish Pale Ale,3.5,3,Dikke Deur,6,36302
514,Jopen Bier BV Haarlem,1165077090,3,3,3,Absumaster,Irish Pale Ale,3,3.5,Jopen Hoppenbier,6.8,34047
804,Brasserie de Silly S.A.,1209195583,3,3,3.5,Absumaster,Irish Pale Ale,3.5,3,Abbaye De Forest,6.5,42338
2428,Brasserie Caulier,1219484582,3,3.5,3,Absumaster,Irish Pale Ale,3,3.5,Bon Secours Bien-Etre,5.5,43182
1897,Brasserie Coreff,1156066952,2.5,2.5,3,Absumaster,Irish Pale Ale,3,2.5,Coreff Ambrée,5,6244
489,Brouwerij 't IJ,1166344384,2.5,3,3,Absumaster,Irish Pale Ale,3,3.5,Columbus,9,1407
197,Brasserie Fischer / Fischer Biere d' Alsace,1195316084,2,3,2.5,Absumaster,Irish Pale Ale,3,2.5,Fischer Réserve Ambrée,6.3,39223
590,New Glarus Brewing Company,1291868820,4,3,4,abuliarose,Irish Pale Ale,4,3,Stone Soup,5.3,35281
184,Bierbrouwerij De Koningshoeven B.V.,1259549450,3,4,3.5,abuliarose,Irish Pale Ale,3,4.5,La Trappe Isid'or,7.5,51030
37,Brasserie d'Orval S.A.,1257386452,3,4,5,abuliarose,Irish Pale Ale,3.5,3.5,Orval Trappist Ale,6.9,129
10097,Harpoon Brewery,1140808683,3.5,3,4,acarroll413,Irish Red Ale,4.5,4,Harpoon Celtic Ale,5.4,47298
665,Smithwick's Brewery / Irish Ale Breweries Ltd,1142661485,3,3,4,acarroll413,Irish Red Ale,3,3.5,Smithwick's Ale,4.5,1822
35,Boston Beer Company (Samuel Adams),1144808228,3,3,2,acarroll413,Irish Lager,3.5,3,Samuel Adams Boston Lager,4.9,104
115,"Old Nutfield Brewing Company, Ltd.",1143957802,2,3,3.5,acarroll413,Irish Dry Stout,1,2,Black 47 Stout,4,1255
423,Boulevard Brewing Co.,1265776534,4.5,3.5,4,acelin,Irish Red Ale,4.5,4,Irish Ale,5.8,3279
37,Brasserie d'Orval S.A.,1265083255,4,4,4.5,acelin,Irish Pale Ale,4,5,Orval Trappist Ale,6.9,129
35,Boston Beer Company (Samuel Adams),1265602697,4,3.5,3.5,acelin,Irish Lager,3,3.5,Samuel Adams Boston Lager,4.9,104
35,Boston Beer Company (Samuel Adams),1265602537,4,3,4,acelin,Irish Red Ale,3.5,3.5,Samuel Adams Irish Red,5.8,38365
423,Boulevard Brewing Co.,1265141870,3.5,3.5,3,acelin,Irish Dry Stout,4,3.5,Dry Stout,5.2,3277
35,Boston Beer Company (Samuel Adams),1130956077,4,4,4,acer95,Irish Lager,4,4,Samuel Adams Boston Lager,4.9,104
470,Abbaye de Leffe S.A.,1169155245,4.5,3.5,4,AChamberlain,Irish Pale Ale,3.5,4,Leffe Blonde,6.6,2137
57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1163792140,4.5,4,3.5,AChamberlain,Irish Lager,3.5,4,Dos Equis Amber Lager,4.5,171
148,Belhaven Brewery Company Ltd.,1239395483,4,3,5,AChamberlain,Irish Extra Stout,5,4,Belhaven Scottish Stout,7,48194
2642,North by Northwest Restaurant & Brewery,1236733261,3,3.5,4,AChamberlain,Irish Dry Stout,3.5,3,Irish Stout,4.5,41627
35,Boston Beer Company (Samuel Adams),1305495017,4.5,5,4,Acho,Irish Lager,4.5,4,Samuel Adams Boston Lager,4.9,104
37,Brasserie d'Orval S.A.,1141866975,3.5,3,3.5,acoatley,Irish Pale Ale,3,4,Orval Trappist Ale,6.9,129
35,Boston Beer Company (Samuel Adams),1149312072,4.5,4,3.5,acrawf6,Irish Lager,4,4,Samuel Adams Boston Lager,4.9,104
37,Brasserie d'Orval S.A.,1144640408,4,4.5,5,acrawf6,Irish Pale Ale,4,4,Orval Trappist Ale,6.9,129
240,Murphy Brewery Ireland Limited,1144124368,4,4,3.5,acrawf6,Irish Red Ale,3.5,4,Murphy's Irish Red Beer,5,913
10096,Cervejaria Sudbrack Ltda,1182825981,4,4,3.5,acrawf6,Irish Pale Ale,4,4,Eisenbahn S.A.P.A. (South American Pale Ale),5.1,33926
3,Abita Brewing Co.,1141244398,4,4,4,acrawf6,Irish Lager,3,4,Amber,4.5,5
126,Pete's Brewing Company,1160006649,3,3.5,4,acrawf6,Irish Cream Ale,2.5,3,Pete's Wicked Wanderlust Irish Cream Ale,5.6,19950
57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1150077204,2,2,4,acrawf6,Irish Lager,2.5,2,Dos Equis Amber Lager,4.5,171
10607,Sixpoint Brewery,1313462512,4,3.5,4,ActonBrewer,Irish Cream Ale,4,3.5,Sweet Action,5.2,22193
240,Murphy Brewery Ireland Limited,1286993389,4.5,4,4,acurtis,Irish Dry Stout,4.5,4.5,Murphy's Irish Stout,4,703
16320,Brasserie de la Senne,1291236001,4.5,3.5,4,acurtis,Irish Dry Stout,3.5,4,Stouterik,4.5,38707
646,Carlow Brewing Company,1286983005,4,3.5,4,acurtis,Irish Dry Stout,3.5,3.5,O'Hara's Irish Stout,4.3,1751
37,Brasserie d'Orval S.A.,1288832252,3,3.5,5,acurtis,Irish Pale Ale,5,4,Orval Trappist Ale,6.9,129
144,Sprecher Brewing Company,1235953263,4.5,3.5,4.5,Adam2200,Irish Dry Stout,3.5,4,Irish Style Stout,5.73,3052
35,Boston Beer Company (Samuel Adams),1291430816,4.5,3.5,3.5,adam42381,Irish Red Ale,3.5,4,Samuel Adams Irish Red,5.8,38365
35,Boston Beer Company (Samuel Adams),1153371162,4.5,4,4,adam42381,Irish Lager,4,4,Samuel Adams Boston Lager,4.9,104
37,Brasserie d'Orval S.A.,1318700521,4,4,5,adam42381,Irish Pale Ale,4,4.5,Orval Trappist Ale,6.9,129
17981,Cigar City Brewing,1315865523,4,4,4.5,adam42381,Irish Dry Stout,4,4,Hillsborough River Dry Stout (Patio Tools),5,71071
22,Unibroue,1318170602,3.5,3.5,3.5,adam42381,Irish Pale Ale,3.5,3.5,Raftman,5.5,793
302,Genesee Brewing Co. / Dundee Brewing Co.,1305235772,3,3,3,adam42381,Irish Cream Ale,3,3.5,Genesee Irish Cream Ale,5.2,1376
193,Anderson Valley Brewing Company,1121355363,5,4.5,4.5,AdamB84,Irish Cream Ale,5,5,Summer Solstice Cerveza Crema,5.6,23506
18149,The Lost Abbey,1183604741,4.5,4,4,AdamB84,Irish Pale Ale,3.5,4.5,Devotion Ale,6.25,36539
37,Brasserie d'Orval S.A.,1311740622,5,4.5,3.5,AdamBear,Irish Pale Ale,4.5,4,Orval Trappist Ale,6.9,129
193,Anderson Valley Brewing Company,1304409952,4.5,3,4.5,AdamBear,Irish Cream Ale,4,4,Summer Solstice Cerveza Crema,5.6,23506
240,Murphy Brewery Ireland Limited,1300050033,4.5,3.5,5,AdamBear,Irish Dry Stout,4,3.5,Murphy's Irish Stout,4,703
17981,Cigar City Brewing,1302552678,4.5,4,4.5,AdamBear,Irish Dry Stout,4,4.5,Hillsborough River Dry Stout (Patio Tools) - White Oak,5.5,67322
17981,Cigar City Brewing,1310813339,4.5,4.5,5,AdamBear,Irish Dry Stout,4,4,Hillsborough River Dry Stout (Patio Tools),5,71071
16866,The Bruery,1313862720,4,3.5,3.5,AdamBear,Irish Pale Ale,3.5,4,714,5.4,71105
73,Great Lakes Brewing Company,1311741080,4,3,4.5,AdamBear,Irish Lager,4,4,Great Lakes Eliot Ness,6.2,229
18149,The Lost Abbey,1309764412,4,4.5,4.5,AdamBear,Irish Pale Ale,4.5,4.5,Devotion Ale,6.25,36539
470,Abbaye de Leffe S.A.,1307299964,3.5,4.5,4,AdamBear,Irish Pale Ale,3.5,4,Leffe Blonde,6.6,2137
48,Brouwerij Van Steenberge N.V.,1293427187,3,4,4,AdamBear,Irish Pale Ale,3,2.5,Bruegel Amber Ale,5.2,1645
13667,Starr Hill Brewery,1292966847,3,4,5,AdamBear,Irish Dry Stout,2.5,3,Dark Starr Stout,4.2,29995
590,New Glarus Brewing Company,1307413251,3,5,4.5,AdamBear,Irish Pale Ale,3.5,3,R&D Golden Ale,7,51187
48,Brouwerij Van Steenberge N.V.,1293516227,3,3.5,2.5,AdamBear,Irish Pale Ale,4,2.5,Augustijn Blond,7,54453
35,Boston Beer Company (Samuel Adams),1284096268,3,3,2.5,AdamBear,Irish Lager,3,3,Samuel Adams Boston Lager,4.9,104
42,Brewery Ommegang,1296522104,2,4,4,AdamBear,Irish Pale Ale,2.5,2.5,Rare Vos (Amber Ale),6.5,593
35,Boston Beer Company (Samuel Adams),1284607977,2,3.5,3.5,AdamBear,Irish Red Ale,3,3,Samuel Adams Irish Red,5.8,38365
37,Brasserie d'Orval S.A.,1277599561,4.5,4.5,4,Adamdc,Irish Pale Ale,4,4.5,Orval Trappist Ale,6.9,129
20417,White Birch Brewing,1268180744,4,4.5,3.5,Adamdc,Irish Pale Ale,3.5,3.5,White Birch Belgian Style Pale Ale,9.5,51844
42,Brewery Ommegang,1224974291,5,3.5,3.5,adamette,Irish Pale Ale,4,4.5,Rare Vos (Amber Ale),6.5,593
35,Boston Beer Company (Samuel Adams),1290311357,5,4,3.5,adamette,Irish Lager,3,4.5,Samuel Adams Boston Lager,4.9,104
22,Unibroue,1239935519,4.5,4.5,5,adamette,Irish Pale Ale,4.5,5,Raftman,5.5,793
240,Murphy Brewery Ireland Limited,1236225258,4.5,4,4,adamette,Irish Red Ale,3,4,Murphy's Irish Red Beer,5,913
184,Bierbrouwerij De Koningshoeven B.V.,1255133360,4.5,3.5,4,adamette,Irish Pale Ale,4.5,4.5,La Trappe Isid'or,7.5,51030
73,Great Lakes Brewing Company,1232905189,4.5,3.5,3,adamette,Irish Cream Ale,2.5,3.5,Great Lakes Irish Cream Ale,5.5,32420
222,Brouwerij Duvel Moortgat NV,1247354336,4.5,4.5,5,adamette,Irish Pale Ale,4,4.5,Duvel Single,6.8,45379
4663,Brasserie Artisanale De Rullés SPRL,1226728158,4,4,3,adamette,Irish Pale Ale,3,3.5,La Rullés Estivale (Bière De Gaume),5.2,29125
634,Brouwerij Van Eecke N.V.,1232418864,4,3.5,3.5,adamette,Irish Pale Ale,3.5,4,Kapittel Blond,6.5,13566
73,Great Lakes Brewing Company,1219522867,4,3.5,3.5,adamette,Irish Lager,4,4,Great Lakes Eliot Ness,6.2,229
16320,Brasserie de la Senne,1233286367,4,4,4,adamette,Irish Pale Ale,4,4.5,X-Mas Zinnebir,6.5,40001
392,Weyerbacher Brewing Co.,1276637578,4,4,3,adamette,Irish Pale Ale,3,4,Verboten,5.9,58482
826,Brasserie de l'Abbaye du Val-Dieu,1263698634,4,3.5,4,adamette,Irish Pale Ale,4,3.5,Val-Dieu Blond,6,2574
15237,De Struise Brouwers,1252466880,4,4,5,adamette,Irish Pale Ale,4,4.5,Struise Kloeke Blonde,6,34309
590,New Glarus Brewing Company,1263442352,4,2.5,3,adamette,Irish Cream Ale,2,3,Spotted Cow,4.8,1963
48,Brouwerij Van Steenberge N.V.,1225336030,4,3,3.5,adamette,Irish Pale Ale,3,3.5,Bruegel Amber Ale,5.2,1645
48,Brouwerij Van Steenberge N.V.,1225766726,4,3.5,3,adamette,Irish Pale Ale,3.5,4,Bière Du Boucanier Red,7,20237
60,Cooperstown Brewing Company,1224898637,3.5,4,4,adamette,Irish Extra Stout,4.5,4.5,Strike Out Stout,4.6,178
30,Avery Brewing Company,1241493935,3.5,3,4,adamette,Irish Dry Stout,4.5,4,Out Of Bounds Stout,6.3,1830
42,Brewery Ommegang,1252849365,3.5,3,3.5,adamette,Irish Dry Stout,2,3.5,O'mmegang Stout,4.6,41530
42,Brewery Ommegang,1283050580,3.5,4.5,4,adamette,Irish Pale Ale,3,3.5,Ommegang BPA (Belgian-style Pale Ale),6.2,56875
470,Abbaye de Leffe S.A.,1203382820,3.5,3.5,4,adamette,Irish Pale Ale,3.5,3.5,Leffe Blonde,6.6,2137
1549,Goose Island Beer Co.,1273201065,3.5,3,2,adamette,Irish Pale Ale,2.5,3.5,Demolition,7.2,49003
306,Coors Brewing Company,1227764034,3,2.5,2.5,adamette,Irish Pale Ale,2.5,2.5,Blue Moon Pale Moon,5.4,42887
16994,Ohio Brewing Company,1228067933,2.5,2,3,adamette,Irish Red Ale,2.5,2,Cardinal Ale,5,46254
73,Great Lakes Brewing Company,1233712052,2.5,2,4.5,adamette,Irish Red Ale,3,2.5,Great Lakes Conway's Irish Ale,6.5,5096
37,Brasserie d'Orval S.A.,1220753319,2.5,4,5,adamette,Irish Pale Ale,3,3.5,Orval Trappist Ale,6.9,129
739,Brouwerij De Ranke,1260831004,2,3,2,adamette,Irish Pale Ale,3,2,Cuvée De Ranke,7,42805
470,Abbaye de Leffe S.A.,1326030710,3.5,3.5,4.5,AdamJackson,Irish Pale Ale,3,4,Leffe Blonde,6.6,2137
9897,Jolly Pumpkin Artisan Ales,1227748240,3.5,4.5,4,adamlangolf,Irish Pale Ale,4,4.5,"Luciérnaga, The Firefly",6.5,20524
35,Boston Beer Company (Samuel Adams),1159572647,4,3.5,4,adammills,Irish Lager,3.5,4,Samuel Adams Boston Lager,4.9,104
646,Carlow Brewing Company,1165453849,4,3,3,adammills,Irish Red Ale,3,3,O'Hara's Irish Red,4.3,22181
126,Pete's Brewing Company,1164295861,2,2,4,adammills,Irish Cream Ale,2,2,Pete's Wicked Wanderlust Irish Cream Ale,5.6,19950
22,Unibroue,1275531531,3,4.5,3.5,AdamMY,Irish Pale Ale,5,4,Raftman,5.5,793
10096,Cervejaria Sudbrack Ltda,1322697182,3.5,4,4,Adamostella,Irish Pale Ale,3.5,3.5,Eisenbahn Pale Ale,4.8,19601
148,Belhaven Brewery Company Ltd.,1322713471,3.5,3.5,4,Adamostella,Irish Extra Stout,4.5,4,Belhaven Scottish Stout,7,48194
73,Great Lakes Brewing Company,1148924657,4.5,4,4,adams82,Irish Red Ale,4,4.5,Great Lakes Conway's Irish Ale,6.5,5096
646,Carlow Brewing Company,1207186903,4,4,4,adams82,Irish Dry Stout,4,3,O'Hara's Irish Stout,4.3,1751
253,Casco Bay Brewing Co.,1208219340,3,3.5,3,adams82,Irish Red Ale,3,3.5,Casco Bay RipTide Red Ale,5.4,714
30,Avery Brewing Company,1304378414,4,4,4,Adamthome1,Irish Dry Stout,3,4,Out Of Bounds Stout,6.3,1830
410,Pittsburgh Brewing Co.,1296961538,4,3,3,Adamthome1,Irish Lager,3,3,Augustiner Lager,4.8,3416
13337,Old Harbor Brewery Steak & Lobster House,1279929149,4.5,4.5,4.5,adkirkish,Irish Lager,4,5,Taina,6,59880
17981,Cigar City Brewing,1276641877,4,4,4.5,adkirkish,Irish Dry Stout,4,4,Hillsborough River Dry Stout (Patio Tools) - White Oak,5.5,67322
392,Weyerbacher Brewing Co.,1277051703,4,4.5,3.5,adkirkish,Irish Pale Ale,4,4.5,Verboten,5.9,58482
18371,Pretty Things Beer & Ale Project,1247589541,3.5,4.5,4,admiralcrunch,Irish Pale Ale,3.5,4,Confounded Mr. Sisyphus,7,50536
42,Brewery Ommegang,1261447080,5,4,3.5,AdmiralDiaz,Irish Pale Ale,3,4,Rare Vos (Amber Ale),6.5,593
590,New Glarus Brewing Company,1233032859,4.5,2.5,3,AdmiralDiaz,Irish Cream Ale,3.5,2.5,Spotted Cow,4.8,1963
590,New Glarus Brewing Company,1236735813,4.5,4,3,AdmiralDiaz,Irish Pale Ale,4.5,4.5,Stone Soup,5.3,35281
590,New Glarus Brewing Company,1260990143,4,5,4,AdmiralDiaz,Irish Pale Ale,4,4.5,R&D Golden Ale,7,51187
240,Murphy Brewery Ireland Limited,1231098707,4,3,3.5,AdmiralDiaz,Irish Red Ale,3.5,3.5,Murphy's Irish Red Beer,5,913
57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1233532523,4,2.5,2,AdmiralDiaz,Irish Lager,3,3,Dos Equis Amber Lager,4.5,171
35,Boston Beer Company (Samuel Adams),1238541675,3.5,4,3.5,AdmiralDiaz,Irish Lager,3,4.5,Samuel Adams Boston Lager,4.9,104
240,Murphy Brewery Ireland Limited,1232350137,3.5,2.5,4,AdmiralDiaz,Irish Dry Stout,4,3.5,Murphy's Irish Stout,4,703
719,Blitz-Weinhard Brewing Co.,1235695451,3.5,2.5,2.5,AdmiralDiaz,Irish Cream Ale,2.5,3,Henry Weinhard's Blue Boar Ale,4.6,2765
35,Boston Beer Company (Samuel Adams),1082688796,4.5,4,4,Admiraldinty,Irish Lager,4,4,Samuel Adams Boston Lager,4.9,104
42,Brewery Ommegang,1049480270,4.5,4,4.5,Admiraldinty,Irish Pale Ale,4,4,Rare Vos (Amber Ale),6.5,593
37,Brasserie d'Orval S.A.,1073022283,4,4,4.5,Admiraldinty,Irish Pale Ale,4,4,Orval Trappist Ale,6.9,129
35,Boston Beer Company (Samuel Adams),1206238196,4,3,3.5,adowney523,Irish Red Ale,3.5,3.5,Samuel Adams Irish Red,5.8,38365
