review_overall,review_aroma,review_appearance,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid,,review_average_weighted
3.5,3.5,3,Irish Dry Stout,4,3.5,Dry Stout,6.05,3277,,3.5
4,4,4,Irish Lager,4,4,Samuel Adams Boston Lager,6.09,104,,4
4.5,3.5,4,Irish Pale Ale,3.5,4,Leffe Blonde,5.13,2137,,3.7
4.5,4,3.5,Irish Lager,3.5,4,Dos Equis Amber Lager,5.19,171,,3.8
4,3,5,Irish Extra Stout,5,4,Belhaven Scottish Stout,4.75,48194,,4.2
3,3.5,4,Irish Dry Stout,3.5,3,Irish Stout,6.26,41627,,3.4
4.5,5,4,Irish Lager,4.5,4,Samuel Adams Boston Lager,5.39,104,,4.4
3.5,3,3.5,Irish Pale Ale,3,4,Orval Trappist Ale,7.95,129,,3.4
4.5,4,3.5,Irish Lager,4,4,Samuel Adams Boston Lager,6.35,104,,3.9
4,4.5,5,Irish Pale Ale,4,4,Orval Trappist Ale,4.53,129,,4.3
4,4,3.5,Irish Red Ale,3.5,4,Murphy's Irish Red Beer,5.73,913,,3.8
4,4,3.5,Irish Pale Ale,4,4,Eisenbahn S.A.P.A. (South American Pale Ale),5.82,33926,,3.9
4,4,4,Irish Lager,3,4,Amber,6.33,5,,3.7
3,3.5,4,Irish Cream Ale,2.5,3,Pete's Wicked Wanderlust Irish Cream Ale,5.22,19950,,3.2
2,2,4,Irish Lager,2.5,2,Dos Equis Amber Lager,5.84,171,,2.5
4,3.5,4,Irish Cream Ale,4,3.5,Sweet Action,5.11,22193,,3.7
4.5,4,4,Irish Dry Stout,4.5,4.5,Murphy's Irish Stout,6.54,703,,4.3
4.5,3.5,4,Irish Dry Stout,3.5,4,Stouterik,4.74,38707,,3.7
4,3.5,4,Irish Dry Stout,3.5,3.5,O'Hara's Irish Stout,6.86,1751,,3.6
3,3.5,5,Irish Pale Ale,5,4,Orval Trappist Ale,5.24,129,,4.3
4.5,3.5,4.5,Irish Dry Stout,3.5,4,Irish Style Stout,4.73,3052,,3.8
4.5,3.5,3.5,Irish Red Ale,3.5,4,Samuel Adams Irish Red,6.26,38365,,3.7
4.5,4,4,Irish Lager,4,4,Samuel Adams Boston Lager,5.25,104,,4
4,4,5,Irish Pale Ale,4,4.5,Orval Trappist Ale,7.16,129,,4.3
4,4,4.5,Irish Dry Stout,4,4,Hillsborough River Dry Stout (Patio Tools),4.61,71071,,4.1
3.5,3.5,3.5,Irish Pale Ale,3.5,3.5,Raftman,7.19,793,,3.5
3,3,3,Irish Cream Ale,3,3.5,Genesee Irish Cream Ale,6.72,1376,,3.2
5,4.5,4.5,Irish Cream Ale,5,5,Summer Solstice Cerveza Crema,5.9,23506,,4.8
4.5,4,4,Irish Pale Ale,3.5,4.5,Devotion Ale,5.64,36539,,4
5,4.5,3.5,Irish Pale Ale,4.5,4,Orval Trappist Ale,4.9,129,,4.2
4.5,3,4.5,Irish Cream Ale,4,4,Summer Solstice Cerveza Crema,5.69,23506,,3.9
4.5,3.5,5,Irish Dry Stout,4,3.5,Murphy's Irish Stout,5.36,703,,3.9
4.5,4,4.5,Irish Dry Stout,4,4.5,Hillsborough River Dry Stout (Patio Tools) - White Oak,6.18,67322,,4.2
4.5,4.5,5,Irish Dry Stout,4,4,Hillsborough River Dry Stout (Patio Tools),5.97,71071,,4.3
4,3.5,3.5,Irish Pale Ale,3.5,4,714,6.75,71105,,3.7
4,3,4.5,Irish Lager,4,4,Great Lakes Eliot Ness,3.28,229,,3.9
4,4.5,4.5,Irish Pale Ale,4.5,4.5,Devotion Ale,5.16,36539,,4.5
3.5,4.5,4,Irish Pale Ale,3.5,4,Leffe Blonde,5.93,2137,,4
3,4,4,Irish Pale Ale,3,2.5,Bruegel Amber Ale,7.69,1645,,3.2
3,4,5,Irish Dry Stout,2.5,3,Dark Starr Stout,5.26,29995,,3.4
3,5,4.5,Irish Pale Ale,3.5,3,R&D Golden Ale,5.83,51187,,3.9
3,3.5,2.5,Irish Pale Ale,4,2.5,Augustijn Blond,6.1,54453,,3.1
3,3,2.5,Irish Lager,3,3,Samuel Adams Boston Lager,5.79,104,,2.9
2,4,4,Irish Pale Ale,2.5,2.5,Rare Vos (Amber Ale),5.99,593,,3.1
2,3.5,3.5,Irish Red Ale,3,3,Samuel Adams Irish Red,7.14,38365,,3.2
4.5,4.5,4,Irish Pale Ale,4,4.5,Orval Trappist Ale,4.76,129,,4.3
4,4.5,3.5,Irish Pale Ale,3.5,3.5,White Birch Belgian Style Pale Ale,4.03,51844,,3.7
5,3.5,3.5,Irish Pale Ale,4,4.5,Rare Vos (Amber Ale),5.19,593,,4
5,4,3.5,Irish Lager,3,4.5,Samuel Adams Boston Lager,5.47,104,,3.8
4.5,4.5,5,Irish Pale Ale,4.5,5,Raftman,4.6,793,,4.7
4.5,4,4,Irish Red Ale,3,4,Murphy's Irish Red Beer,5.43,913,,3.7
4.5,3.5,4,Irish Pale Ale,4.5,4.5,La Trappe Isid'or,6.41,51030,,4.2
4.5,3.5,3,Irish Cream Ale,2.5,3.5,Great Lakes Irish Cream Ale,5.4,32420,,3.1
4.5,4.5,5,Irish Pale Ale,4,4.5,Duvel Single,4.61,45379,,4.5
4,4,3,Irish Pale Ale,3,3.5,La Rullés Estivale (Bière De Gaume),4.74,29125,,3.4
4,3.5,3.5,Irish Pale Ale,3.5,4,Kapittel Blond,5,13566,,3.7
4,3.5,3.5,Irish Lager,4,4,Great Lakes Eliot Ness,6.16,229,,3.8
4,4,4,Irish Pale Ale,4,4.5,X-Mas Zinnebir,5.75,40001,,4.2
4,4,3,Irish Pale Ale,3,4,Verboten,6.62,58482,,3.5
4,3.5,4,Irish Pale Ale,4,3.5,Val-Dieu Blond,5.61,2574,,3.7
4,4,5,Irish Pale Ale,4,4.5,Struise Kloeke Blonde,5.04,34309,,4.3
4,2.5,3,Irish Cream Ale,2,3,Spotted Cow,6.28,1963,,2.6
4,3,3.5,Irish Pale Ale,3,3.5,Bruegel Amber Ale,5.05,1645,,3.2
4,3.5,3,Irish Pale Ale,3.5,4,Bière Du Boucanier Red,7.33,20237,,3.6
3.5,4,4,Irish Extra Stout,4.5,4.5,Strike Out Stout,5.64,178,,4.3
3.5,3,4,Irish Dry Stout,4.5,4,Out Of Bounds Stout,6.32,1830,,3.9
3.5,3,3.5,Irish Dry Stout,2,3.5,O'mmegang Stout,6.02,41530,,3
3.5,4.5,4,Irish Pale Ale,3,3.5,Ommegang BPA (Belgian-style Pale Ale),5.11,56875,,3.7
3.5,3.5,4,Irish Pale Ale,3.5,3.5,Leffe Blonde,4.67,2137,,3.6
3.5,3,2,Irish Pale Ale,2.5,3.5,Demolition,5.65,49003,,2.8
3,2.5,2.5,Irish Pale Ale,2.5,2.5,Blue Moon Pale Moon,6.99,42887,,2.5
2.5,2,3,Irish Red Ale,2.5,2,Cardinal Ale,7.55,46254,,2.3
2.5,2,4.5,Irish Red Ale,3,2.5,Great Lakes Conway's Irish Ale,5.65,5096,,2.9
2.5,4,5,Irish Pale Ale,3,3.5,Orval Trappist Ale,4.97,129,,3.7
2,3,2,Irish Pale Ale,3,2,Cuvée De Ranke,6.43,42805,,2.5
3.5,3.5,4.5,Irish Pale Ale,3,4,Leffe Blonde,6,2137,,3.7
3.5,4.5,4,Irish Pale Ale,4,4.5,"Luciérnaga, The Firefly",6.64,20524,,4.3
4,3.5,4,Irish Lager,3.5,4,Samuel Adams Boston Lager,5.27,104,,3.7
4,3,3,Irish Red Ale,3,3,O'Hara's Irish Red,6.63,22181,,3
2,2,4,Irish Cream Ale,2,2,Pete's Wicked Wanderlust Irish Cream Ale,6.32,19950,,2.4
3,4.5,3.5,Irish Pale Ale,5,4,Raftman,5.95,793,,4.3
3.5,4,4,Irish Pale Ale,3.5,3.5,Eisenbahn Pale Ale,7.73,19601,,3.7
3.5,3.5,4,Irish Extra Stout,4.5,4,Belhaven Scottish Stout,6.42,48194,,4
4.5,4,4,Irish Red Ale,4,4.5,Great Lakes Conway's Irish Ale,4.04,5096,,4.2
4,4,4,Irish Dry Stout,4,3,O'Hara's Irish Stout,6.32,1751,,3.7
3,3.5,3,Irish Red Ale,3,3.5,Casco Bay RipTide Red Ale,5.22,714,,3.3
4,4,4,Irish Dry Stout,3,4,Out Of Bounds Stout,6.17,1830,,3.7
4,3,3,Irish Lager,3,3,Augustiner Lager,5.19,3416,,3
4.5,4.5,4.5,Irish Lager,4,5,Taina,6.31,59880,,4.5
4,4,4.5,Irish Dry Stout,4,4,Hillsborough River Dry Stout (Patio Tools) - White Oak,5.45,67322,,4.1
4,4.5,3.5,Irish Pale Ale,4,4.5,Verboten,4.31,58482,,4.2
3.5,4.5,4,Irish Pale Ale,3.5,4,Confounded Mr. Sisyphus,6.55,50536,,4
5,4,3.5,Irish Pale Ale,3,4,Rare Vos (Amber Ale),7.42,593,,3.6
4.5,2.5,3,Irish Cream Ale,3.5,2.5,Spotted Cow,5.75,1963,,2.9
4.5,4,3,Irish Pale Ale,4.5,4.5,Stone Soup,4.53,35281,,4.1
4,5,4,Irish Pale Ale,4,4.5,R&D Golden Ale,6.51,51187,,4.4
4,3,3.5,Irish Red Ale,3.5,3.5,Murphy's Irish Red Beer,5.66,913,,3.4
4,2.5,2,Irish Lager,3,3,Dos Equis Amber Lager,5.62,171,,2.7
3.5,4,3.5,Irish Lager,3,4.5,Samuel Adams Boston Lager,3.08,104,,3.8
3.5,2.5,4,Irish Dry Stout,4,3.5,Murphy's Irish Stout,5.85,703,,3.5
3.5,2.5,2.5,Irish Cream Ale,2.5,3,Henry Weinhard's Blue Boar Ale,5.55,2765,,2.7
4.5,4,4,Irish Lager,4,4,Samuel Adams Boston Lager,4.45,104,,4
4.5,4,4.5,Irish Pale Ale,4,4,Rare Vos (Amber Ale),7.27,593,,4.1
4,4,4.5,Irish Pale Ale,4,4,Orval Trappist Ale,6.23,129,,4.1
4,3,3.5,Irish Red Ale,3.5,3.5,Samuel Adams Irish Red,6.4,38365,,3.4
4,3.5,4,Irish Lager,4,3.5,Samuel Adams Boston Lager,6.34,104,,3.7
4,4.5,4,Irish Pale Ale,4,4,Orval Trappist Ale,5.25,129,,4.1
4.5,3,4,Irish Lager,3,4,FireBrick,6.52,2032,,3.5
4.5,3.5,4,Irish Lager,4,4,Samuel Adams Boston Lager,5.46,104,,3.9
4,3.5,4,Irish Cream Ale,3.5,3.5,Spotted Cow,4.56,1963,,3.6
4,3.5,3.5,Irish Lager,4,4,Special Amber,5.52,97,,3.8
4,4,4,Irish Pale Ale,4,3.5,Saint-Monon Ambrée,7.43,7734,,3.8
4,4,4,Irish Pale Ale,4.5,3.5,Rare Vos (Amber Ale),7.14,593,,4
4,4,4,Irish Dry Stout,3.5,3.5,Pot Of Gold Potato Stout,5.07,9984,,3.7
4,3.5,4,Irish Extra Stout,3.5,4,Oyster Stout,5.41,5094,,3.7
4,4.5,4,Irish Pale Ale,4,4,Orval Trappist Ale,7.8,129,,4.1
4,3.5,4,Irish Dry Stout,3.5,3.5,O'Hara's Irish Stout,7.25,1751,,3.6
4,3.5,4,Irish Extra Stout,3,3.5,Hopback Entire Stout,5.74,5788,,3.5
4,4.5,4,Irish Lager,4,4,Great Lakes Eliot Ness,7.35,229,,4.1
4,2,2.5,Irish Cream Ale,3,3,Genesee Irish Cream Ale,7.42,1376,,2.7
4,4,3.5,Irish Red Ale,4,3.5,Irish Ale,6.08,3279,,3.8
4,3,3.5,Irish Pale Ale,4,4,Jade (Biere Biologique),5.98,2428,,3.7
4,3.5,4,Irish Dry Stout,3.5,3.5,Murphy's Irish Stout,6.42,703,,3.6
4,3.5,3.5,Irish Red Ale,3.5,3.5,Murphy's Irish Red Beer,8.39,913,,3.5
4,3.5,4,Irish Pale Ale,3.5,4,La Trappe Blond (Koningshoeven / Dominus),6.76,590,,3.7
4,4,3.5,Irish Red Ale,4,3.5,Kilgubbin Red Ale,6.26,2778,,3.8
3.5,3,4,Irish Pale Ale,3.5,3.5,Saint Druon De Sebourg (French Abbey Ale),6.01,7470,,3.5
3.5,4,4,Irish Red Ale,3.5,3,Roscommon Red,4.94,22577,,3.5
3.5,3.5,4,Irish Pale Ale,3,3,Bruegel Amber Ale,7.1,1645,,3.3
3.5,4,3.5,Irish Lager,3,3.5,Aass Juleøl,5.32,8027,,3.5
3.5,3.5,3.5,Irish Red Ale,4,3.5,Caffrey's Irish Ale,6.15,825,,3.6
3.5,3.5,4,Irish Red Ale,3.5,3,Moling's Traditional Red Ale,6.09,1753,,3.4
3.5,4,4,Irish Pale Ale,3,3,Karma,5.97,23042,,3.4
3.5,3,3.5,Irish Lager,3.5,3.5,Dos Equis Amber Lager,6.57,171,,3.4
3.5,4,3.5,Irish Pale Ale,3,3.5,Kapittel Blond,7.18,13566,,3.5
3.5,4.5,4,Irish Cream Ale,3.5,3.5,Honey Irish Cream Ale,6.52,365,,3.8
3,2.5,4,Irish Red Ale,3.5,3,Smithwick's Ale,5.19,1822,,3.2
3,3.5,3,Irish Pale Ale,3.5,2.5,Leffe Blonde,5.11,2137,,3.1
3,4,4,Irish Cream Ale,3,2.5,Pete's Wicked Wanderlust Irish Cream Ale,5.55,19950,,3.2
3,2.5,3.5,Irish Lager,2.5,2.5,Fat Cat Lager Beer,7.45,13772,,2.7
2.5,2.5,2.5,Irish Cream Ale,2,2.5,Henry Weinhard's Blue Boar Ale,5.28,2765,,2.4
2.5,3,3.5,Irish Dry Stout,4,3.5,Snake Chaser,6.55,15884,,3.5
1.5,2.5,2,Irish Cream Ale,2.5,2,Wisdom Irish Cream Ale,5.79,4462,,2.3
4,3.5,4,Irish Cream Ale,4.5,4,Sweet Action,6.02,22193,,4
4,4,2,Irish Red Ale,4,4.5,Red Cape Ale,4.85,76148,,3.8
4,4,4,Irish Lager,4.5,4.5,Samuel Adams Boston Lager,6.1,104,,4.3
4,4.5,4.5,Irish Pale Ale,4.5,4,Eisenbahn Pale Ale,6.07,19601,,4.3
4,4,3.5,Irish Pale Ale,3.5,4,Ommegang BPA (Belgian-style Pale Ale),6,56875,,3.8
4.5,3.5,4,Irish Lager,3,3.5,Numazu Lager,5.61,37211,,3.5
4.5,3.5,4.5,Irish Cream Ale,4,4,Irish Cream Ale,6.01,57591,,4
4,4,4,Irish Pale Ale,4,4,Viven Blond,6.78,62101,,4
4,4,4,Irish Dry Stout,3.5,4,Shimaguni Stout,5.03,17681,,3.9
4,3,4,Irish Lager,3.5,4,Redhead,8.06,28698,,3.6
4,4.5,4.5,Irish Extra Stout,4.5,4.5,Nail Stout,5.46,16192,,4.5
4,4,4,Irish Pale Ale,4,4,La Trappe Isid'or,6.32,51030,,4
4,3.5,4.5,Irish Lager,3,3.5,Eisenbahn 5 Anos,6.28,47311,,3.5
4,3.5,4,Irish Pale Ale,3.5,3.5,Devotion Ale,6.45,36539,,3.6
4,4,4,Irish Pale Ale,4,4,Dernière Volonté,6.5,18272,,4
4,4,4,Irish Extra Stout,4,4,Belhaven Scottish Stout,5.35,48194,,4
4,3.5,3.5,Irish Lager,3.5,3.5,Baadog,6.43,45142,,3.5
4,4,4,Irish Dry Stout,3.5,4,4 Pines Dry Stout,6.63,62998,,3.9
3.5,3.5,3.5,Irish Pale Ale,3.5,3.5,Hitachino Nipponia,6.87,61007,,3.5
3.5,3.5,3,Irish Extra Stout,3.5,3.5,Harringtons Clydesdale Stout,5.77,51342,,3.4
3.5,3.5,4,Irish Pale Ale,3.5,3.5,Golden Ace,5.93,67354,,3.6
3.5,3.5,4.5,Irish Extra Stout,4,3.5,Epic / Thornbridge Stout,6.16,60634,,3.8
3.5,3.5,3.5,Irish Red Ale,3.5,4,Danny's Irish Style Red Ale,6.97,40898,,3.7
3.5,3.5,3.5,Irish Pale Ale,3,3.5,Single Take Session Ale,6.37,70874,,3.4
3.5,3.5,3.5,Irish Lager,3.5,4,Samuel Adams Boston Lager,6.68,104,,3.7
3,2.5,3,Irish Pale Ale,2,2.5,Abbey Ale,5.8,38511,,2.5
3,3.5,3,Irish Extra Stout,2.5,3.5,Pikes Genuine Stout,5.64,76727,,3.1
3,4,4,Irish Extra Stout,3.5,3,Titanic Stout,4.81,12950,,3.5
3,3,3,Irish Cream Ale,2.5,3,Globe Ale,7.1,55166,,2.9
2,2,3,Irish Cream Ale,2.5,2,Summer Solstice Cerveza Crema,5.15,23506,,2.3
4.5,4.5,4.5,Irish Dry Stout,4,4,Wrasslers XXXX Stout,5,3042,,4.2
4.5,4,4.5,Irish Lager,4.5,4,Samuel Adams Boston Lager,7.41,104,,4.2
4.5,4.5,4.5,Irish Extra Stout,4.5,4.5,Morrisons Chocolate And Vanilla Stout,6.77,66559,,4.5
4.5,4.5,4.5,Irish Pale Ale,4,4.5,Leffe Blonde,7.45,2137,,4.4
4,4,4.5,Irish Dry Stout,4,4,Oyster Stout,5.08,5686,,4.1
4,3.5,4,Irish Extra Stout,4,4.5,Titanic Stout,6.38,12950,,4
3.5,4,4.5,Irish Red Ale,3.5,3.5,Porterhouse Red,4,5684,,3.8
3.5,2,4.5,Irish Dry Stout,4,4,Plain Porter,7.18,5682,,3.6
5,3.5,3.5,Irish Red Ale,4,4,O'Hara's Irish Red,6.14,22181,,3.8
4,4,4.5,Irish Dry Stout,3.5,4,O'Hara's Irish Stout,7.99,1751,,4
4,4,5,Irish Dry Stout,3.5,3.5,Murphy's Irish Stout,5.15,703,,3.9
4,4,4.5,Irish Pale Ale,4.5,3.5,Orval Trappist Ale,4.06,129,,4.1
4,3,4,Irish Pale Ale,4,3,Humulus Rice,4.93,58117,,3.5
5,5,4,Irish Extra Stout,5,4.5,Harpoon Island Creek Oyster Stout (100 Barrel Series #30),6.92,55547,,4.7
4.5,4,4,Irish Lager,4,4.5,Great Lakes Eliot Ness,6.53,229,,4.2
4.5,3.5,4,Irish Lager,4,4,Harpoon Pott's Landbier (100 Barrel Series #32),5.75,58924,,3.9
4,4,4,Irish Cream Ale,4.5,4,Summer Solstice Cerveza Crema,6.55,23506,,4.1
4,3.5,3.5,Irish Dry Stout,4.5,4.5,Oyster Stout,5.78,5686,,4.1
4,3.5,4,Irish Dry Stout,3.5,4,Murphy's Irish Stout,5.08,703,,3.7
4,3.5,4,Irish Red Ale,4,4,Harpoon Celtic Ale,3.72,47298,,3.9
3.5,4,4,Irish Red Ale,3,3.5,Samuel Adams Irish Red,5.01,38365,,3.6
2.5,3,3.5,Irish Dry Stout,2,3,Dark Starr Stout,5.09,29995,,2.8
5,4.5,4,Irish Pale Ale,4.5,4,White Birch Belgian Style Pale Ale,5.71,51844,,4.3
5,4,5,Irish Cream Ale,4.5,4.5,Brady's Bay Irish Cream Ale,6.5,62951,,4.5
5,3,4,Irish Pale Ale,5,4,Liquid Gold,5.06,28179,,4
5,4,4,Irish Pale Ale,4,4.5,"Luciérnaga, The Firefly",6.52,20524,,4.2
5,5,4,Irish Pale Ale,4.5,4,Ommegang BPA (Belgian-style Pale Ale),5.62,56875,,4.4
5,4,3.5,Irish Pale Ale,4.5,4,Orval Trappist Ale,6.29,129,,4
5,3.5,4,Irish Cream Ale,4.5,4,Sweet Action,6.91,22193,,4
4.5,4.5,4.5,Irish Extra Stout,4.5,4,Oak Aged Blackheart Stout,6.21,44610,,4.3
4.5,3.5,4,Irish Dry Stout,3.5,4,Irish Stout,6.77,41627,,3.7
4.5,3.5,4,Irish Pale Ale,4,4,Irish Pale Ale,5.26,60104,,3.9
4.5,3,4,Irish Extra Stout,3,3.5,Hopback Entire Stout,7.32,5788,,3.3
4.5,5,4,Irish Pale Ale,4.5,4.5,R&D Golden Ale,6.85,51187,,4.5
4.5,3.5,4,Irish Cream Ale,4,4,Swimmin' Cow Rye Irish Cream Ale,6.82,21612,,3.9
4.5,3.5,4,Irish Lager,4,4,Great Lakes Eliot Ness,5.96,229,,3.9
4.5,4,4.5,Irish Pale Ale,4,4,Confounded Mr. Sisyphus,4.23,50536,,4.1
4.5,4,4.5,Irish Extra Stout,4.5,4,Blackheart Stout,4.79,3657,,4.2
4,4,4,Irish Pale Ale,3.5,4,Karma,5.42,23042,,3.9
4,4.5,4,Irish Pale Ale,4,4,Ginger Man Ale,7.7,45054,,4.1
4,4,4,Irish Pale Ale,4,4,Fleur,6.25,50276,,4
4,3,4,Irish Pale Ale,3.5,4,Exit 6,5.03,59162,,3.6
4,4,3.5,Irish Lager,3.5,4,Samuel Adams Boston Lager,5.16,104,,3.8
4,3.5,4,Irish Dry Stout,4,3.5,O'mmegang Stout,6.51,41530,,3.7
3,3.5,4.5,Irish Dry Stout,3.5,3.5,Gritty McDuff's Black Fly Stout,6.3,1149,,3.7
3,3.5,4,Irish Dry Stout,3.5,3.5,Out Of Bounds Stout,4.57,1830,,3.6
3.5,4.5,4,Irish Pale Ale,2.5,3,Orval Trappist Ale,6.27,129,,3.4
1,1,2.5,Irish Pale Ale,3,1,It's Alright!,5.62,47562,,1.8
4,4,4,Irish Pale Ale,4,4,White Birch Belgian Style Pale Ale,6.86,51844,,4
3.5,4,3.5,Irish Pale Ale,3,3,Mad Belgian,5.44,51729,,3.3
4,4,4,Irish Lager,3.5,4,Samuel Adams Boston Lager,6.89,104,,3.9
3.5,2.5,3.5,Irish Red Ale,3,3.5,Samuel Adams Irish Red,5.87,38365,,3.1
3.5,3.5,4,Irish Cream Ale,4,3.5,Sweet Action,4.32,22193,,3.7
4,4,4,Irish Pale Ale,4,4,La Trappe Isid'or,5.46,51030,,4
4,4,3.5,Irish Cream Ale,4.5,4,Sweet Action,6.06,22193,,4
4.5,4,4.5,Irish Lager,4.5,4.5,Samuel Adams Boston Lager,5.18,104,,4.4
4.5,3.5,4,Irish Lager,4,4,Samuel Adams Boston Lager,6.97,104,,3.9
4.5,4,4,Irish Pale Ale,3.5,4,Fleur,4.8,50276,,3.9
4,3.5,3.5,Irish Red Ale,4,4,Samuel Adams Irish Red,5.88,38365,,3.8
4,4,4,Irish Pale Ale,4,3.5,Orval Trappist Ale,5.41,129,,3.8
4,4,4,Irish Pale Ale,4,4,Leffe Blonde,4.75,2137,,4
4,4,4,Irish Red Ale,3.5,4,Irish Ale,4.15,3279,,3.9
4,3.5,3.5,Irish Lager,4,3.5,FireBrick,5.88,2032,,3.6
4,3.5,3.5,Irish Pale Ale,4,4,Demolition,5.4,49003,,3.8
3.5,4,4,Irish Pale Ale,3.5,3.5,Rare Vos (Amber Ale),5.01,593,,3.7
3.5,3,3.5,Irish Dry Stout,3.5,3.5,Dry Stout,7.29,3277,,3.4
3.5,3.5,3.5,Irish Lager,3.5,3.5,Dos Equis Amber Lager,6.85,171,,3.5
3,3,3.5,Irish Lager,3,3,Edgar Lager,5.1,12884,,3.1
3,3,3,Irish Red Ale,3,3,Murphy's Irish Red Beer,5.84,913,,3
4,4,4,Irish Cream Ale,4.5,3.5,Sweet Action,5.39,22193,,4
4,4,3.5,Irish Lager,4,3.5,Great Lakes Eliot Ness,8.06,229,,3.8
4,4,3.5,Irish Pale Ale,3.5,4,Dr. Drie,5.56,64823,,3.8
3.5,3.5,3,Irish Pale Ale,4,3.5,Duvel Single,7.54,45379,,3.5
3.5,3,3.5,Irish Lager,4,4,Blue Point Toasted Lager,7.5,2318,,3.7
3,2.5,3.5,Irish Pale Ale,4,3.5,Abbot 1,5.57,46765,,3.4
3,3.5,3,Irish Dry Stout,3.5,3,Arbor Brewing Michael Faricy's Stout,6.38,66641,,3.3
2,3,4.5,Irish Dry Stout,4,2,Murphy's Irish Stout,5.36,703,,3.2
5,4,4,Irish Pale Ale,4,4.5,Rare Vos (Amber Ale),4.78,593,,4.2
4.5,4.5,3.5,Irish Pale Ale,4,5,It's Alright!,5.24,47562,,4.3
4.5,4,3.5,Irish Dry Stout,4.5,4.5,Founder's Stout,6.04,5377,,4.2
4,3.5,4.5,Irish Pale Ale,4,4.5,Orval Trappist Ale,7.05,129,,4.1
4,3.5,4,Irish Dry Stout,4,4,O'Hara's Celebration Stout,4.6,41100,,3.9
3.5,4,4,Irish Extra Stout,3.5,4,Hopback Entire Stout,5.88,5788,,3.9
3.5,2.5,3.5,Irish Red Ale,3.5,3,Jack Russell Irish Red Ale,6.03,8828,,3.1
3.5,3.5,3.5,Irish Pale Ale,3.5,3.5,Kuhnhenn Belgian Amber,4.56,19943,,3.5
3.5,3.5,3.5,Irish Pale Ale,3.5,4,Stone Soup,5.3,35281,,3.7
3.5,2.5,3,Irish Cream Ale,3,3,Spotted Cow,6.61,1963,,2.9
3,4,4,Irish Lager,4,4,Great Lakes Eliot Ness,6.55,229,,4
4.5,4.5,4,Irish Lager,4.5,4.5,Samuel Adams Boston Lager,6.82,104,,4.4
5,3.5,3.5,Irish Dry Stout,4,4,Plain Porter,5.59,5682,,3.8
5,3,4,Irish Pale Ale,4.5,4,Rare Vos (Amber Ale),3.89,593,,3.9
4.5,3,4,Irish Extra Stout,3.5,4,Warlock Stout,4.61,23213,,3.6
4,4.5,4.5,Irish Dry Stout,4,3.5,O'Hara's Irish Stout,6.57,1751,,4
4,3,4.5,Irish Red Ale,4,4,O'Hara's Irish Red,4.54,22181,,3.9
4,4.5,4,Irish Extra Stout,4.5,4,March Of The Penguins,7,68441,,4.3
4,3,4.5,Irish Extra Stout,4,3.5,Double Stout,6.07,7266,,3.7
4,3.5,4.5,Irish Extra Stout,3,4,Arran Clyde Puffer,5.68,61599,,3.7
4,4,4,Irish Pale Ale,4.5,4,Orval Trappist Ale,6.32,129,,4.1
4,3,3.5,Irish Lager,3.5,3.5,Vienna Dark Lager,6.08,27670,,3.4
4,3,4,Irish Red Ale,4,4.5,Porterhouse Red,7.26,5684,,3.9
4,3.5,4,Irish Dry Stout,3,3.5,Oyster Stout,6.41,5686,,3.5
3.5,4,4,Irish Dry Stout,2.5,3,Wrasslers XXXX Stout,6.09,3042,,3.3
3.5,4,4,Irish Red Ale,4,3,Samuel Adams Irish Red,6.75,38365,,3.7
3.5,3,4,Irish Pale Ale,4.5,3.5,Ommegang BPA (Belgian-style Pale Ale),4.96,56875,,3.8
3.5,3.5,4,Irish Dry Stout,4,4,O'Hara's Leann Folláin,5.78,48252,,3.9
3.5,3,4,Irish Pale Ale,5,4,Monsieur Rock,4.95,67320,,4
3.5,4,4.5,Irish Lager,3.5,3.5,Great Lakes Eliot Ness,6.34,229,,3.8
3.5,4,4,Irish Pale Ale,4,3.5,Duvel Single,4.04,45379,,3.8
4.5,2.5,4,Irish Pale Ale,3,2.5,Fleur,4.99,50276,,2.9
4.5,4,4.5,Irish Extra Stout,4.5,4,Blackheart Stout,5.15,3657,,4.2
4,4.5,4,Irish Lager,3.5,4.5,Taina,6.94,59880,,4.1
4,3.5,4,Irish Pale Ale,3.5,4,Stone Soup,4.67,35281,,3.7
4,3,3,Irish Cream Ale,3.5,3,Spotted Cow,4.76,1963,,3.1
4,3.5,4,Irish Pale Ale,4,3.5,Spaceman,6.92,69222,,3.7
4,4,4,Irish Dry Stout,3.5,4,Sally Brown,2.8,49498,,3.9
4,4,3.5,Irish Pale Ale,3.5,3.5,Oscar's Pardon Irish Pale Ale,6.47,65400,,3.6
4,4,4.5,Irish Pale Ale,4,4.5,"Luciérnaga, The Firefly",5.75,20524,,4.2
4,4,3.5,Irish Pale Ale,4,4.5,The Dream,6.33,72060,,4.1
4,3.5,4,Irish Dry Stout,3.5,3.5,Dublin Stout,7.39,9489,,3.6
4,3.5,4,Irish Pale Ale,3.5,3.5,Dorée,4.93,1811,,3.6
4,4.5,4,Irish Pale Ale,4.5,4,Demolition,6.12,49003,,4.3
3.5,3,4,Irish Pale Ale,4,3.5,Verboten,5.72,58482,,3.6
3.5,3.5,4,Irish Red Ale,3.5,3.5,Samuel Adams Irish Red,5.39,38365,,3.6
3.5,3.5,4,Irish Pale Ale,3.5,3.5,Noblesse,4.52,42461,,3.6
